po_id,purchase_date,vendor,category,business_unit,item_description,quantity,unit_price_usd,total_spend_usd,contract_term_months,renewal_date,utilization_pct,status
PO-00615,2025-02-19,GCP,Cloud Services,Data Platform,GCP Cloud Services,1,712809.63,712809.63,36,2028-02-04,60,Active
PO-00616,2026-03-16,Palo Alto,Security,Consumer Products,Palo Alto Security,22,78817.89,1733993.58,24,2028-03-05,98,In Procurement
PO-00617,2024-10-10,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,11,16444.06,180884.66,60,2029-09-14,63,Retired
PO-00618,2025-12-02,Apple,Laptops,Data Platform,Apple Laptops,195,3144.53,613183.35,36,2028-11-16,84,Active
PO-00619,2024-05-30,Arista,Network Hardware,Core Payments,Arista Network Hardware,3,88693.83,266081.49,60,2029-05-04,65,Active
PO-00620,2025-08-27,Dell,Laptops,Core Payments,Dell Laptops,42,3635.66,152697.72,60,2030-08-01,59,Active
PO-00621,2023-08-01,Supermicro,Server Hardware,Corporate IT,Supermicro Server Hardware,25,44852.51,1121312.75,36,2026-07-16,61,Active
PO-00622,2023-09-16,NetApp,Storage,Fraud & Risk,NetApp Storage,3,119142.70,357428.10,12,2024-09-10,61,Pending Renewal
PO-00623,2024-10-28,Palo Alto,Security,Core Payments,Palo Alto Security,3,121121.10,363363.30,24,2026-10-18,24,Active
PO-00624,2026-01-09,Datadog,Software License,Fraud & Risk,Datadog Software License,497,237147.29,117862203.13,12,2027-01-04,77,Pending Renewal
PO-00625,2026-03-01,Datadog,Software License,Consumer Products,Datadog Software License,384,159144.86,61111626.24,24,2028-02-19,36,Active
PO-00626,2025-06-23,Pure Storage,Storage,Corporate IT,Pure Storage Storage,2,204106.33,408212.66,36,2028-06-07,63,Active
PO-00627,2025-12-07,Apple,Laptops,Fraud & Risk,Apple Laptops,165,1227.45,202529.25,12,2026-12-02,54,Active
PO-00628,2025-05-31,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,17214.75,17214.75,24,2027-05-21,88,Pending Renewal
PO-00629,2026-02-22,Cisco,Network Hardware,Corporate IT,Cisco Network Hardware,6,26685.66,160113.96,36,2029-02-06,57,Retired
PO-00630,2025-05-14,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,217754.42,217754.42,36,2028-04-28,76,Active
PO-00631,2025-12-25,ServiceNow,Software License,Consumer Products,ServiceNow Software License,351,68330.35,23983952.85,24,2027-12-15,31,Active
PO-00632,2025-07-16,Juniper,Network Hardware,Core Payments,Juniper Network Hardware,11,57364.45,631008.95,36,2028-06-30,90,Retired
PO-00633,2023-04-12,Datadog,Software License,Fraud & Risk,Datadog Software License,165,5339.15,880959.75,36,2026-03-27,100,Active
PO-00634,2024-04-21,NetApp,Storage,Consumer Products,NetApp Storage,4,185870.16,743480.64,12,2025-04-16,76,Active
PO-00635,2025-10-17,Supermicro,Server Hardware,Fraud & Risk,Supermicro Server Hardware,11,23548.99,259038.89,36,2028-10-01,30,Active
PO-00636,2023-05-27,HPE,Server Hardware,Core Payments,HPE Server Hardware,9,36699.16,330292.44,60,2028-04-30,76,Active
PO-00637,2023-09-07,Arista,Network Hardware,Merchant Services,Arista Network Hardware,7,100248.99,701742.93,60,2028-08-11,68,Active
PO-00638,2023-07-12,Cisco,Network Hardware,Fraud & Risk,Cisco Network Hardware,8,89562.12,716496.96,60,2028-06-15,100,Retired
PO-00639,2024-10-23,Palo Alto,Network Hardware,Data Platform,Palo Alto Network Hardware,11,115539.60,1270935.60,12,2025-10-18,63,Pending Renewal
PO-00640,2024-02-11,Microsoft,Software License,Merchant Services,Microsoft Software License,247,159810.74,39473252.78,24,2026-01-31,63,Active
PO-00641,2024-10-26,Palo Alto,Security,Core Payments,Palo Alto Security,16,115759.07,1852145.12,12,2025-10-21,76,Active
PO-00642,2025-08-31,Lenovo,Laptops,Core Payments,Lenovo Laptops,31,2710.80,84034.80,60,2030-08-05,83,Pending Renewal
PO-00643,2023-07-07,Juniper,Network Hardware,Core Payments,Juniper Network Hardware,4,23135.32,92541.28,60,2028-06-10,30,In Procurement
PO-00644,2026-01-03,AWS,Cloud Services,Core Payments,AWS Cloud Services,1,519214.17,519214.17,12,2026-12-29,33,Active
PO-00645,2024-12-12,Lenovo,Laptops,Merchant Services,Lenovo Laptops,295,3250.26,958826.70,36,2027-11-27,67,Active
PO-00646,2025-09-20,Dell EMC,Storage,Fraud & Risk,Dell EMC Storage,3,226185.82,678557.46,60,2030-08-25,63,Active
PO-00647,2026-03-06,Splunk,Software License,Corporate IT,Splunk Software License,357,122777.95,43831728.15,12,2027-03-01,49,Active
PO-00648,2023-11-14,Dell EMC,Storage,Corporate IT,Dell EMC Storage,2,31186.00,62372.00,36,2026-10-29,62,Active
PO-00649,2025-11-02,Okta,Security,Corporate IT,Okta Security,24,84463.82,2027131.68,24,2027-10-23,63,Pending Renewal
PO-00650,2023-05-10,Okta,Security,Corporate IT,Okta Security,16,61121.47,977943.52,36,2026-04-24,22,Pending Renewal
PO-00651,2026-02-03,Zscaler,Security,Fraud & Risk,Zscaler Security,34,124564.23,4235183.82,12,2027-01-29,53,Retired
PO-00652,2023-03-31,NetApp,Storage,Core Payments,NetApp Storage,5,169839.39,849196.95,12,2024-03-25,55,Active
PO-00653,2023-07-22,CrowdStrike,Security,Fraud & Risk,CrowdStrike Security,7,89939.80,629578.60,12,2024-07-16,30,Retired
PO-00654,2023-05-26,Apple,Laptops,Core Payments,Apple Laptops,197,1773.88,349454.36,12,2024-05-20,49,Active
PO-00655,2023-05-05,Azure,Cloud Services,Core Payments,Azure Cloud Services,1,642805.76,642805.76,24,2025-04-24,19,Active
PO-00656,2024-06-28,Okta,Security,Consumer Products,Okta Security,4,149137.52,596550.08,36,2027-06-13,49,Active
PO-00657,2025-11-29,AWS,Cloud Services,Merchant Services,AWS Cloud Services,1,756236.75,756236.75,12,2026-11-24,80,Active
PO-00658,2024-01-02,Arista,Network Hardware,Corporate IT,Arista Network Hardware,11,33607.75,369685.25,60,2028-12-06,77,Retired
PO-00659,2026-03-26,Datadog,Software License,Consumer Products,Datadog Software License,55,191687.71,10542824.05,24,2028-03-15,52,Active
PO-00660,2024-11-22,HPE,Server Hardware,Fraud & Risk,HPE Server Hardware,18,22857.62,411437.16,60,2029-10-27,37,Active
PO-00661,2024-10-07,ServiceNow,Software License,Data Platform,ServiceNow Software License,478,88404.86,42257523.08,36,2027-09-22,87,Active
PO-00662,2026-02-27,HP,Laptops,Consumer Products,HP Laptops,175,2781.87,486827.25,60,2031-02-01,66,Active
PO-00663,2025-03-24,Apple,Laptops,Merchant Services,Apple Laptops,241,2363.50,569603.50,12,2026-03-19,58,Pending Renewal
PO-00664,2024-03-30,HPE,Server Hardware,Merchant Services,HPE Server Hardware,1,19112.36,19112.36,12,2025-03-25,5,In Procurement
PO-00665,2025-11-13,NetApp,Storage,Consumer Products,NetApp Storage,3,230991.34,692974.02,60,2030-10-18,42,Active
PO-00666,2025-01-21,Supermicro,Server Hardware,Merchant Services,Supermicro Server Hardware,5,13121.10,65605.50,60,2029-12-26,55,Active
PO-00667,2026-03-11,Juniper,Network Hardware,Merchant Services,Juniper Network Hardware,2,70606.02,141212.04,12,2027-03-06,64,In Procurement
PO-00668,2024-09-07,Lenovo,Laptops,Data Platform,Lenovo Laptops,58,2747.60,159360.80,12,2025-09-02,32,Retired
PO-00669,2024-11-15,Zscaler,Security,Core Payments,Zscaler Security,50,14786.47,739323.50,24,2026-11-05,85,In Procurement
PO-00670,2023-01-24,HPE,Server Hardware,Consumer Products,HPE Server Hardware,21,39430.69,828044.49,60,2027-12-29,51,In Procurement
PO-00671,2024-10-15,Azure,Cloud Services,Core Payments,Azure Cloud Services,1,424262.85,424262.85,36,2027-09-30,50,Retired
PO-00672,2025-03-15,Arista,Network Hardware,Core Payments,Arista Network Hardware,11,89131.54,980446.94,36,2028-02-28,60,In Procurement
PO-00673,2024-08-16,ServiceNow,Software License,Corporate IT,ServiceNow Software License,47,55910.36,2627786.92,24,2026-08-06,79,Active
PO-00674,2023-06-24,Salesforce,Software License,Core Payments,Salesforce Software License,281,100098.23,28127602.63,24,2025-06-13,83,Pending Renewal
PO-00675,2025-09-26,Lenovo,Laptops,Fraud & Risk,Lenovo Laptops,256,2654.17,679467.52,36,2028-09-10,59,Pending Renewal
PO-00676,2025-05-30,GCP,Cloud Services,Fraud & Risk,GCP Cloud Services,1,66598.74,66598.74,24,2027-05-20,56,Retired
PO-00677,2025-01-18,Microsoft,Software License,Core Payments,Microsoft Software License,344,103688.72,35668919.68,24,2027-01-08,75,Retired
PO-00678,2025-06-24,Lenovo,Server Hardware,Fraud & Risk,Lenovo Server Hardware,12,30800.18,369602.16,60,2030-05-29,86,Active
PO-00679,2023-11-16,Dell,Laptops,Fraud & Risk,Dell Laptops,112,2981.93,333976.16,60,2028-10-20,74,Active
PO-00680,2023-08-16,Arista,Network Hardware,Merchant Services,Arista Network Hardware,1,44476.21,44476.21,36,2026-07-31,59,Active
PO-00681,2024-03-09,Dell,Laptops,Merchant Services,Dell Laptops,117,3124.03,365511.51,12,2025-03-04,32,Pending Renewal
PO-00682,2025-12-14,Lenovo,Laptops,Consumer Products,Lenovo Laptops,19,2179.18,41404.42,12,2026-12-09,57,Active
PO-00683,2024-07-09,Cisco,Network Hardware,Merchant Services,Cisco Network Hardware,4,95756.68,383026.72,12,2025-07-04,16,Active
PO-00684,2023-02-09,Apple,Laptops,Consumer Products,Apple Laptops,194,3447.13,668743.22,36,2026-01-24,79,In Procurement
PO-00685,2023-07-23,Azure,Cloud Services,Fraud & Risk,Azure Cloud Services,1,411746.86,411746.86,24,2025-07-12,38,Active
PO-00686,2023-02-14,Arista,Network Hardware,Corporate IT,Arista Network Hardware,8,69479.07,555832.56,12,2024-02-09,70,Active
PO-00687,2023-11-18,Splunk,Software License,Merchant Services,Splunk Software License,251,98653.25,24761965.75,12,2024-11-12,56,Retired
PO-00688,2024-06-11,NetApp,Storage,Corporate IT,NetApp Storage,3,205794.82,617384.46,36,2027-05-27,84,In Procurement
PO-00689,2025-03-15,Lenovo,Server Hardware,Fraud & Risk,Lenovo Server Hardware,5,20646.09,103230.45,60,2030-02-17,91,Pending Renewal
PO-00690,2026-03-19,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,339693.34,339693.34,12,2027-03-14,95,Active
PO-00691,2024-02-28,Dell EMC,Storage,Merchant Services,Dell EMC Storage,4,142424.93,569699.72,60,2029-02-01,85,In Procurement
PO-00692,2025-12-08,Arista,Network Hardware,Merchant Services,Arista Network Hardware,12,86090.68,1033088.16,12,2026-12-03,89,Active
PO-00693,2024-10-12,Palo Alto,Security,Consumer Products,Palo Alto Security,37,165494.62,6123300.94,12,2025-10-07,17,Active
PO-00694,2024-10-14,Juniper,Network Hardware,Fraud & Risk,Juniper Network Hardware,12,8390.58,100686.96,36,2027-09-29,49,Active
PO-00695,2024-01-20,Pure Storage,Storage,Consumer Products,Pure Storage Storage,3,50709.91,152129.73,12,2025-01-14,71,Pending Renewal
PO-00696,2024-04-20,Splunk,Software License,Corporate IT,Splunk Software License,291,153284.32,44605737.12,12,2025-04-15,71,Retired
PO-00697,2023-10-02,Lenovo,Server Hardware,Core Payments,Lenovo Server Hardware,23,36853.57,847632.11,60,2028-09-05,82,Retired
PO-00698,2023-12-02,NetApp,Storage,Data Platform,NetApp Storage,4,126354.03,505416.12,12,2024-11-26,47,Active
PO-00699,2024-03-31,Supermicro,Server Hardware,Core Payments,Supermicro Server Hardware,9,43157.33,388415.97,60,2029-03-05,60,Active
PO-00700,2024-10-27,HPE,Server Hardware,Data Platform,HPE Server Hardware,20,26127.89,522557.80,36,2027-10-12,54,Active
PO-00701,2025-03-18,HP,Laptops,Core Payments,HP Laptops,204,3072.52,626794.08,60,2030-02-20,94,Pending Renewal
PO-00702,2023-08-12,Salesforce,Software License,Consumer Products,Salesforce Software License,403,10108.74,4073822.22,24,2025-08-01,57,Active
PO-00703,2023-03-22,CrowdStrike,Security,Fraud & Risk,CrowdStrike Security,34,99127.10,3370321.40,36,2026-03-06,39,Active
PO-00704,2024-08-08,Juniper,Network Hardware,Data Platform,Juniper Network Hardware,7,106705.72,746940.04,36,2027-07-24,92,Active
PO-00705,2023-10-19,Apple,Laptops,Corporate IT,Apple Laptops,37,2993.88,110773.56,36,2026-10-03,79,Retired
PO-00706,2026-01-24,Microsoft,Software License,Fraud & Risk,Microsoft Software License,399,146569.21,58481114.79,12,2027-01-19,46,Active
PO-00707,2024-02-18,Apple,Laptops,Data Platform,Apple Laptops,22,1665.08,36631.76,36,2027-02-02,84,Retired
PO-00708,2025-07-09,AWS,Cloud Services,Consumer Products,AWS Cloud Services,1,82041.08,82041.08,36,2028-06-23,78,Active
PO-00709,2023-11-24,Supermicro,Server Hardware,Consumer Products,Supermicro Server Hardware,17,30646.68,520993.56,36,2026-11-08,61,Active
PO-00710,2023-10-24,Dell EMC,Storage,Consumer Products,Dell EMC Storage,2,53099.16,106198.32,12,2024-10-18,65,In Procurement
PO-00711,2025-07-02,AWS,Cloud Services,Data Platform,AWS Cloud Services,1,254519.46,254519.46,24,2027-06-22,60,Active
PO-00712,2025-10-16,Cisco,Network Hardware,Corporate IT,Cisco Network Hardware,5,6403.89,32019.45,36,2028-09-30,60,Pending Renewal
PO-00713,2025-09-01,CrowdStrike,Security,Corporate IT,CrowdStrike Security,32,46628.71,1492118.72,24,2027-08-22,60,Pending Renewal
PO-00714,2026-02-15,HPE,Server Hardware,Corporate IT,HPE Server Hardware,9,30931.34,278382.06,12,2027-02-10,72,Active
PO-00715,2023-10-25,Arista,Network Hardware,Core Payments,Arista Network Hardware,11,45137.28,496510.08,12,2024-10-19,47,Active
PO-00716,2024-01-01,NetApp,Storage,Core Payments,NetApp Storage,1,112984.88,112984.88,12,2024-12-26,31,Retired
PO-00717,2026-02-25,Dell EMC,Storage,Consumer Products,Dell EMC Storage,5,149486.41,747432.05,12,2027-02-20,100,Active
PO-00718,2025-02-15,Dell,Server Hardware,Merchant Services,Dell Server Hardware,11,21637.07,238007.77,12,2026-02-10,60,In Procurement
PO-00719,2024-07-16,Dell,Laptops,Merchant Services,Dell Laptops,251,1549.82,389004.82,36,2027-07-01,41,Retired
PO-00720,2025-12-19,Cisco,Network Hardware,Core Payments,Cisco Network Hardware,10,88918.78,889187.80,12,2026-12-14,63,Active
PO-00721,2024-10-10,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,347372.35,347372.35,24,2026-09-30,5,Active
PO-00722,2025-10-05,Palo Alto,Network Hardware,Corporate IT,Palo Alto Network Hardware,12,77663.62,931963.44,12,2026-09-30,56,Pending Renewal
PO-00723,2025-08-10,Juniper,Network Hardware,Fraud & Risk,Juniper Network Hardware,1,18593.82,18593.82,60,2030-07-15,78,Active
PO-00724,2026-02-21,Zscaler,Security,Data Platform,Zscaler Security,3,63413.64,190240.92,36,2029-02-05,33,Active
PO-00725,2023-05-19,HPE,Server Hardware,Consumer Products,HPE Server Hardware,10,17413.45,174134.50,36,2026-05-03,59,In Procurement
PO-00726,2026-03-11,Dell,Server Hardware,Consumer Products,Dell Server Hardware,11,20630.38,226934.18,60,2031-02-13,94,Active
PO-00727,2025-09-08,Palo Alto,Security,Fraud & Risk,Palo Alto Security,22,150919.43,3320227.46,24,2027-08-29,77,Active
PO-00728,2025-04-27,Palo Alto,Network Hardware,Corporate IT,Palo Alto Network Hardware,6,58184.06,349104.36,60,2030-04-01,37,Active
PO-00729,2026-02-11,Okta,Security,Corporate IT,Okta Security,47,123684.58,5813175.26,36,2029-01-26,96,Active
PO-00730,2023-03-05,Okta,Security,Core Payments,Okta Security,10,54080.51,540805.10,24,2025-02-22,71,Active
PO-00731,2023-08-28,GCP,Cloud Services,Fraud & Risk,GCP Cloud Services,1,158029.34,158029.34,24,2025-08-17,62,Active
PO-00732,2025-01-31,Pure Storage,Storage,Core Payments,Pure Storage Storage,4,221106.45,884425.80,36,2028-01-16,49,In Procurement
PO-00733,2025-02-05,NetApp,Storage,Corporate IT,NetApp Storage,3,56128.00,168384.00,12,2026-01-31,76,Active
PO-00734,2024-01-25,Microsoft,Software License,Data Platform,Microsoft Software License,464,125263.55,58122287.20,24,2026-01-14,20,Active
PO-00735,2023-07-21,GCP,Cloud Services,Merchant Services,GCP Cloud Services,1,123203.09,123203.09,36,2026-07-05,62,Retired
PO-00736,2023-08-26,Supermicro,Server Hardware,Data Platform,Supermicro Server Hardware,23,39997.98,919953.54,12,2024-08-20,57,Active
PO-00737,2023-07-31,Dell,Server Hardware,Merchant Services,Dell Server Hardware,15,40899.88,613498.20,60,2028-07-04,71,Active
PO-00738,2024-02-15,Splunk,Software License,Consumer Products,Splunk Software License,457,52856.50,24155420.50,12,2025-02-09,31,Active
PO-00739,2024-07-12,Dell EMC,Storage,Merchant Services,Dell EMC Storage,4,172714.15,690856.60,12,2025-07-07,73,Pending Renewal
PO-00740,2026-01-30,ServiceNow,Software License,Core Payments,ServiceNow Software License,106,135860.91,14401256.46,24,2028-01-20,77,Active
PO-00741,2024-09-29,Juniper,Network Hardware,Corporate IT,Juniper Network Hardware,4,24696.62,98786.48,60,2029-09-03,89,Active
PO-00742,2025-02-24,Cisco,Network Hardware,Data Platform,Cisco Network Hardware,11,10802.44,118826.84,12,2026-02-19,50,Active
PO-00743,2024-10-01,HP,Laptops,Fraud & Risk,HP Laptops,238,2802.42,666975.96,36,2027-09-16,82,Retired
PO-00744,2025-08-17,CrowdStrike,Security,Data Platform,CrowdStrike Security,37,28064.17,1038374.29,12,2026-08-12,36,Active
PO-00745,2024-04-03,Dell EMC,Storage,Consumer Products,Dell EMC Storage,4,125578.28,502313.12,12,2025-03-29,87,Active
PO-00746,2024-10-27,Lenovo,Laptops,Consumer Products,Lenovo Laptops,179,3250.82,581896.78,36,2027-10-12,44,Active
PO-00747,2025-08-02,Dell,Server Hardware,Data Platform,Dell Server Hardware,4,21003.31,84013.24,12,2026-07-28,63,Pending Renewal
PO-00748,2024-10-29,Cisco,Network Hardware,Data Platform,Cisco Network Hardware,12,96627.14,1159525.68,60,2029-10-03,87,Retired
PO-00749,2025-04-26,Lenovo,Server Hardware,Corporate IT,Lenovo Server Hardware,15,22830.21,342453.15,12,2026-04-21,47,Pending Renewal
PO-00750,2025-06-10,NetApp,Storage,Consumer Products,NetApp Storage,5,116319.90,581599.50,60,2030-05-15,48,In Procurement
PO-00751,2023-06-09,Dell EMC,Storage,Consumer Products,Dell EMC Storage,2,55675.08,111350.16,60,2028-05-13,94,Active
PO-00752,2025-06-30,Supermicro,Server Hardware,Merchant Services,Supermicro Server Hardware,18,11613.19,209037.42,12,2026-06-25,55,Active
PO-00753,2025-02-15,Dell,Server Hardware,Consumer Products,Dell Server Hardware,20,36539.71,730794.20,36,2028-01-31,35,Active
PO-00754,2023-10-28,Arista,Network Hardware,Corporate IT,Arista Network Hardware,11,98131.53,1079446.83,60,2028-10-01,69,Active
PO-00755,2024-10-10,Apple,Laptops,Data Platform,Apple Laptops,238,1708.73,406677.74,36,2027-09-25,24,Active
PO-00756,2025-11-11,Apple,Laptops,Core Payments,Apple Laptops,14,2789.88,39058.32,36,2028-10-26,47,In Procurement
PO-00757,2023-04-19,Juniper,Network Hardware,Core Payments,Juniper Network Hardware,6,108623.70,651742.20,12,2024-04-13,56,Active
PO-00758,2025-03-18,Lenovo,Server Hardware,Core Payments,Lenovo Server Hardware,8,23973.47,191787.76,60,2030-02-20,28,Active
PO-00759,2024-03-08,Azure,Cloud Services,Data Platform,Azure Cloud Services,1,353800.14,353800.14,36,2027-02-21,73,Pending Renewal
PO-00760,2023-09-15,Apple,Laptops,Data Platform,Apple Laptops,88,1950.02,171601.76,12,2024-09-09,78,Active
PO-00761,2025-06-13,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,24,40740.88,977781.12,12,2026-06-08,95,Active
PO-00762,2025-05-18,Zscaler,Security,Corporate IT,Zscaler Security,12,84519.01,1014228.12,36,2028-05-02,83,In Procurement
PO-00763,2023-01-16,HP,Laptops,Merchant Services,HP Laptops,125,1683.06,210382.50,60,2027-12-21,32,Retired
PO-00764,2025-01-21,Splunk,Software License,Data Platform,Splunk Software License,475,136768.48,64965028.00,12,2026-01-16,68,Active
PO-00765,2025-09-13,Datadog,Software License,Consumer Products,Datadog Software License,189,28734.51,5430822.39,36,2028-08-28,99,Pending Renewal
PO-00766,2023-07-01,Okta,Security,Data Platform,Okta Security,34,18691.06,635496.04,12,2024-06-25,85,Active
PO-00767,2026-01-09,GCP,Cloud Services,Consumer Products,GCP Cloud Services,1,550418.48,550418.48,36,2028-12-24,65,Active
PO-00768,2025-08-18,Microsoft,Software License,Data Platform,Microsoft Software License,233,128409.45,29919401.85,36,2028-08-02,74,Retired
PO-00769,2023-03-14,Pure Storage,Storage,Merchant Services,Pure Storage Storage,3,82963.98,248891.94,60,2028-02-16,100,Retired
PO-00770,2023-12-13,Okta,Security,Core Payments,Okta Security,41,87803.09,3599926.69,36,2026-11-27,50,Active
PO-00771,2023-06-18,Azure,Cloud Services,Consumer Products,Azure Cloud Services,1,236584.37,236584.37,12,2024-06-12,25,Active
PO-00772,2024-06-10,NetApp,Storage,Corporate IT,NetApp Storage,3,79676.02,239028.06,12,2025-06-05,66,Retired
PO-00773,2025-07-03,HPE,Server Hardware,Corporate IT,HPE Server Hardware,24,13592.02,326208.48,36,2028-06-17,74,Retired
PO-00774,2024-12-03,Palo Alto,Network Hardware,Fraud & Risk,Palo Alto Network Hardware,9,104131.66,937184.94,12,2025-11-28,51,Active
PO-00775,2025-02-23,Oracle,Software License,Data Platform,Oracle Software License,386,248399.60,95882245.60,12,2026-02-18,49,Active
PO-00776,2023-08-26,Juniper,Network Hardware,Core Payments,Juniper Network Hardware,11,35405.48,389460.28,12,2024-08-20,38,Active
PO-00777,2025-12-26,HP,Laptops,Data Platform,HP Laptops,164,2438.29,399879.56,12,2026-12-21,42,Active
PO-00778,2025-07-08,NetApp,Storage,Corporate IT,NetApp Storage,4,17787.81,71151.24,36,2028-06-22,91,Retired
PO-00779,2025-12-24,Dell EMC,Storage,Consumer Products,Dell EMC Storage,1,37880.62,37880.62,60,2030-11-28,42,Pending Renewal
PO-00780,2023-07-21,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,220999.37,220999.37,24,2025-07-10,100,Retired
PO-00781,2024-05-10,Datadog,Software License,Data Platform,Datadog Software License,396,168985.13,66918111.48,36,2027-04-25,50,Pending Renewal
PO-00782,2023-01-22,Dell EMC,Storage,Consumer Products,Dell EMC Storage,2,88618.41,177236.82,60,2027-12-27,34,Active
PO-00783,2023-08-01,CrowdStrike,Security,Core Payments,CrowdStrike Security,27,22097.28,596626.56,36,2026-07-16,53,Active
PO-00784,2023-04-27,NetApp,Storage,Core Payments,NetApp Storage,1,160558.35,160558.35,60,2028-03-31,73,Retired
PO-00785,2023-09-03,Palo Alto,Security,Corporate IT,Palo Alto Security,41,26313.27,1078844.07,12,2024-08-28,75,Retired
PO-00786,2024-08-26,Palo Alto,Security,Core Payments,Palo Alto Security,45,37246.02,1676070.90,24,2026-08-16,58,Retired
PO-00787,2024-10-24,Supermicro,Server Hardware,Merchant Services,Supermicro Server Hardware,25,23798.39,594959.75,36,2027-10-09,72,In Procurement
PO-00788,2024-06-12,Supermicro,Server Hardware,Data Platform,Supermicro Server Hardware,11,44850.47,493355.17,36,2027-05-28,75,Active
PO-00789,2024-01-01,Dell,Laptops,Data Platform,Dell Laptops,112,2786.78,312119.36,60,2028-12-05,55,In Procurement
PO-00790,2024-06-14,Lenovo,Laptops,Corporate IT,Lenovo Laptops,64,3572.78,228657.92,12,2025-06-09,68,Active
PO-00791,2025-07-02,Dell,Server Hardware,Corporate IT,Dell Server Hardware,24,17272.06,414529.44,12,2026-06-27,77,Retired
PO-00792,2024-11-06,Dell,Server Hardware,Consumer Products,Dell Server Hardware,13,17858.15,232155.95,36,2027-10-22,60,Pending Renewal
PO-00793,2023-05-24,Supermicro,Server Hardware,Data Platform,Supermicro Server Hardware,14,22944.77,321226.78,60,2028-04-27,71,Retired
PO-00794,2025-01-05,Zscaler,Security,Core Payments,Zscaler Security,37,98678.21,3651093.77,24,2026-12-26,89,Retired
PO-00795,2024-11-27,Pure Storage,Storage,Core Payments,Pure Storage Storage,1,100858.51,100858.51,12,2025-11-22,88,Active
PO-00796,2024-01-27,AWS,Cloud Services,Fraud & Risk,AWS Cloud Services,1,774335.24,774335.24,24,2026-01-16,36,Retired
PO-00797,2025-06-15,Dell,Laptops,Consumer Products,Dell Laptops,193,2464.91,475727.63,60,2030-05-20,70,Active
PO-00798,2026-01-12,GCP,Cloud Services,Fraud & Risk,GCP Cloud Services,1,317126.35,317126.35,36,2028-12-27,73,Active
PO-00799,2024-11-22,HP,Laptops,Core Payments,HP Laptops,28,2082.14,58299.92,60,2029-10-27,78,In Procurement
PO-00800,2026-01-03,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,752670.93,752670.93,12,2026-12-29,70,Retired
PO-00801,2025-09-28,Oracle,Software License,Core Payments,Oracle Software License,19,183997.20,3495946.80,36,2028-09-12,100,Pending Renewal
PO-00802,2023-12-19,HPE,Server Hardware,Consumer Products,HPE Server Hardware,21,12829.90,269427.90,60,2028-11-22,73,Active
PO-00803,2023-05-11,NetApp,Storage,Data Platform,NetApp Storage,5,55112.01,275560.05,12,2024-05-05,90,Pending Renewal
PO-00804,2025-04-03,Cisco,Network Hardware,Fraud & Risk,Cisco Network Hardware,7,43794.46,306561.22,36,2028-03-18,87,Active
PO-00805,2024-03-12,GCP,Cloud Services,Corporate IT,GCP Cloud Services,1,264056.01,264056.01,12,2025-03-07,51,Active
PO-00806,2026-02-07,NetApp,Storage,Data Platform,NetApp Storage,2,178629.51,357259.02,12,2027-02-02,57,Active
PO-00807,2025-02-09,Cisco,Network Hardware,Fraud & Risk,Cisco Network Hardware,2,95971.01,191942.02,12,2026-02-04,93,Active
PO-00808,2024-08-04,HPE,Server Hardware,Core Payments,HPE Server Hardware,23,32114.96,738644.08,36,2027-07-20,70,Retired
PO-00809,2024-07-08,Zscaler,Security,Consumer Products,Zscaler Security,9,41078.04,369702.36,36,2027-06-23,52,Active
PO-00810,2025-10-20,Salesforce,Software License,Core Payments,Salesforce Software License,306,45410.12,13895496.72,36,2028-10-04,72,Active
PO-00811,2024-04-27,Azure,Cloud Services,Merchant Services,Azure Cloud Services,1,13610.33,13610.33,12,2025-04-22,88,Active
PO-00812,2024-03-02,Splunk,Software License,Corporate IT,Splunk Software License,260,55209.40,14354444.00,24,2026-02-20,86,Active
PO-00813,2025-08-29,Cisco,Network Hardware,Fraud & Risk,Cisco Network Hardware,11,102034.89,1122383.79,36,2028-08-13,82,Active
PO-00814,2024-11-15,Lenovo,Server Hardware,Merchant Services,Lenovo Server Hardware,7,24082.85,168579.95,60,2029-10-20,97,In Procurement
PO-00815,2026-01-05,Zscaler,Security,Core Payments,Zscaler Security,7,134572.95,942010.65,12,2026-12-31,70,Pending Renewal
PO-00816,2024-10-29,Dell,Server Hardware,Fraud & Risk,Dell Server Hardware,24,24458.37,587000.88,36,2027-10-14,72,Active
PO-00817,2024-10-29,GCP,Cloud Services,Merchant Services,GCP Cloud Services,1,625390.47,625390.47,12,2025-10-24,97,In Procurement
PO-00818,2025-09-19,Palo Alto,Network Hardware,Fraud & Risk,Palo Alto Network Hardware,2,59163.88,118327.76,12,2026-09-14,88,Active
PO-00819,2025-02-03,Arista,Network Hardware,Corporate IT,Arista Network Hardware,8,25476.99,203815.92,12,2026-01-29,54,Active
PO-00820,2026-03-10,NetApp,Storage,Merchant Services,NetApp Storage,2,22542.23,45084.46,12,2027-03-05,71,Active
